county,state,2020 Democrat vote raw,2020 Republican vote raw,Population with less than 9th grade education,"Population with 9th to 12th grade education, no diploma",High School graduate and equivalent,"Some College,No Degree",Associates Degree,Bachelors Degree,Graduate or professional degree,Gini Index,Mean income (dollars),Density per square km,Total Population,Hispanic or Latino percentage,NH-White percentage,NH-Black percentage,"Percentage engaged in Management, business, science, and arts occupations",Percentage engaged in Service Occupations,Percentage engaged in Sales and Office,Percentage engaged in Resources and Construction,Percentage engaged in Transportation,Label (County),Label (State)
Treutlen County,georgia,952,2101,6.2,20.2,44.1,9.5,6.2,11.1,2.6,0.5132,64.959,12.41,6406,2.65,63.46,31.21,35.36,19.21,14.17,11.43,19.84,Republican,Democrat
Troup County,georgia,11577,18142,3.5,8.3,36.7,21.6,9.6,11.9,8.5,0.4904,76.163,64.84,69426,4.26,54.88,34.8,29.06,16.43,20.86,7.45,26.2,Republican,Democrat
Turner County,georgia,1409,2349,8.8,11.6,34.8,20.7,13.6,7.5,3.0,0.4391,56.172,12.03,9006,4.13,52.19,40.46,23.8,18.92,23.5,18.77,15.03,Republican,Democrat
Twiggs County,georgia,2044,2370,4.3,16.4,42.5,19.5,6.7,6.5,4.1,0.5425,76.579,8.55,8022,1.55,55.93,38.63,20.47,20.76,22.54,11.23,25.0,Republican,Democrat
Union County,georgia,2800,12650,3.6,8.3,32.5,20.4,9.7,15.6,9.9,0.4801,87.591,29.83,24632,3.31,91.94,0.51,36.35,16.38,20.28,13.48,13.52,Republican,Democrat
Upson County,georgia,4203,8606,4.7,10.9,37.8,21.3,9.9,9.8,5.5,0.4942,69.603,32.99,27700,2.29,65.01,28.34,28.77,20.23,20.34,9.84,20.82,Republican,Democrat
Walker County,georgia,5770,23173,5.4,9.6,35.5,22.0,7.9,12.5,7.2,0.4512,71.206,58.89,67654,2.49,88.18,4.2,30.75,15.33,22.41,13.06,18.45,Republican,Democrat
Walton County,georgia,12683,37839,3.4,9.5,32.1,22.4,8.3,15.1,9.1,0.4215,97.391,115.48,96673,5.41,70.86,17.73,34.26,14.74,24.57,10.86,15.58,Republican,Democrat
Ware County,georgia,4169,9903,5.9,12.5,39.9,19.3,7.3,10.6,4.5,0.4738,60.616,15.42,36251,4.45,61.45,29.52,29.79,16.0,21.89,14.01,18.31,Republican,Democrat
Warren County,georgia,1468,1166,10.3,17.6,37.2,16.5,7.4,7.0,4.0,0.456,57.899,7.06,5215,1.02,37.85,58.43,23.66,21.73,14.9,12.57,27.13,Democrat,Democrat
Washington County,georgia,4743,4668,5.7,10.1,43.9,15.7,7.2,12.5,4.9,0.4484,61.302,11.37,19988,1.67,42.09,53.52,30.43,18.59,19.57,12.36,19.05,Democrat,Democrat
Wayne County,georgia,2688,9987,4.9,9.6,44.7,18.1,8.6,8.5,5.7,0.4559,67.746,18.21,30144,5.75,70.66,19.5,27.57,21.43,14.9,16.39,19.71,Republican,Democrat
Webster County,georgia,640,748,10.8,8.1,33.9,27.0,10.9,7.5,1.8,0.4737,51.092,4.34,2348,2.51,48.38,45.27,28.6,19.34,12.69,13.19,26.18,Republican,Democrat
Wheeler County,georgia,689,1583,3.5,20.1,44.4,14.7,4.7,11.6,1.1,0.469,49.48,9.87,7471,3.64,55.64,38.48,13.39,19.0,7.6,20.38,39.63,Republican,Democrat
White County,georgia,2411,12222,4.9,9.5,31.2,23.7,7.6,13.3,9.8,0.43,83.004,45.17,28003,3.26,89.13,1.67,33.36,18.16,23.38,11.89,13.2,Republican,Democrat
Whitfield County,georgia,10680,25644,13.3,12.4,31.6,18.5,5.6,10.9,7.7,0.4432,79.537,136.97,102864,35.89,56.26,3.45,26.65,12.41,19.05,10.26,31.62,Republican,Democrat
Wilcox County,georgia,861,2402,4.2,15.4,39.8,20.0,7.0,7.0,6.6,0.458,59.691,9.03,8766,3.1,59.15,35.32,28.33,15.86,13.82,21.39,20.59,Republican,Democrat
Wilkes County,georgia,2160,2823,5.2,12.1,44.6,16.7,5.7,12.0,3.7,0.4663,67.375,7.9,9565,4.17,51.77,40.13,25.18,20.36,20.76,12.54,21.17,Republican,Democrat
Wilkinson County,georgia,2074,2665,3.9,6.7,48.0,19.3,10.0,8.1,4.0,0.493,57.529,7.61,8877,2.69,57.56,35.63,22.36,19.96,20.12,13.3,24.26,Republican,Democrat
Worth County,georgia,2395,6830,3.8,10.7,44.2,21.4,10.4,6.6,2.9,0.4477,70.767,14.01,20784,1.83,69.41,25.28,26.16,13.32,17.46,16.04,27.03,Republican,Democrat
Hawaii County,hawaii,58731,26897,2.3,4.8,29.2,21.6,11.5,19.2,11.4,0.4772,76.763,19.38,200629,11.1,32.24,0.58,35.49,24.56,19.49,11.67,8.79,Democrat,Democrat
Honolulu County,hawaii,238869,136259,3.6,3.7,25.4,19.5,11.1,23.3,13.4,0.4386,76.763,649.15,1016508,9.08,17.27,1.9,39.53,20.48,22.31,8.44,9.23,Democrat,Democrat
Kalawao County,hawaii,23,1,4.0,4.0,34.0,20.0,4.0,20.0,14.0,0.2744,82.15,1.61,82,21.95,32.93,0.0,19.44,19.44,19.44,11.11,30.56,Democrat,Democrat
Kauai County,hawaii,21225,11582,3.9,3.6,28.9,21.2,12.1,21.3,9.1,0.4405,76.763,45.79,73298,10.09,30.28,0.48,30.21,29.69,21.36,9.73,9.01,Democrat,Democrat
Maui County,hawaii,47305,22126,3.4,4.1,30.2,22.6,9.6,20.0,10.1,0.4439,76.763,54.77,164754,10.27,31.52,0.61,32.57,26.58,21.58,9.8,9.47,Democrat,Democrat
Ada County,idaho,120539,130699,1.6,3.1,19.8,23.7,9.0,27.9,14.9,0.4497,76.763,182.59,494967,9.14,80.41,1.56,47.24,14.32,21.45,8.46,8.53,Republican,Republican
Adams County,idaho,591,1941,2.0,4.0,35.9,27.3,9.5,12.5,8.8,0.499,85.71,1.26,4379,3.47,91.16,0.07,24.68,22.57,21.76,21.94,9.05,Republican,Republican
Bannock County,idaho,14682,23331,1.5,5.1,25.5,27.8,10.6,19.6,9.9,0.4315,78.542,30.35,87018,9.19,80.96,0.79,38.09,17.29,22.03,9.09,13.5,Republican,Republican
Bear Lake County,idaho,350,2914,0.9,6.0,35.2,26.4,10.7,14.2,6.6,0.4146,78.25,2.55,6372,3.26,93.8,0.16,31.51,20.75,15.31,18.14,14.29,Republican,Republican
Benewah County,idaho,977,3878,2.5,12.4,34.3,22.1,10.2,12.8,5.8,0.4377,68.342,4.84,9530,2.67,81.56,0.08,26.42,19.9,18.09,19.55,16.04,Republican,Republican
Bingham County,idaho,4124,15295,5.1,6.5,32.3,25.5,10.7,14.2,5.6,0.4293,89.09,8.9,47992,17.36,72.8,0.24,31.38,17.29,17.92,15.38,18.03,Republican,Republican
Blaine County,idaho,8919,4032,3.3,4.9,24.7,17.6,5.0,31.2,13.3,0.4649,76.763,3.55,24272,20.69,74.26,0.19,35.03,16.88,21.54,14.76,11.8,Democrat,Republican
Boise County,idaho,1204,3485,0.9,3.7,29.0,24.4,15.0,17.6,9.5,0.3784,81.673,1.59,7610,4.26,88.71,0.25,41.04,15.97,23.14,13.33,6.52,Republican,Republican
Bonner County,idaho,8310,18369,2.3,6.5,30.2,25.3,8.6,18.1,9.1,0.4542,83.879,10.69,47110,3.19,89.88,0.24,31.77,17.65,22.13,13.45,15.0,Republican,Republican
Bonneville County,idaho,14254,37805,3.0,5.1,25.2,24.3,10.7,21.6,10.3,0.4343,94.934,25.76,123964,13.79,80.62,0.48,37.72,18.01,21.54,9.92,12.8,Republican,Republican
Boundary County,idaho,1220,4937,4.6,8.5,37.0,24.4,7.4,11.1,7.0,0.409,69.579,3.75,12056,5.74,87.51,0.22,29.0,13.47,24.16,18.52,14.84,Republican,Republican
Butte County,idaho,188,1202,3.3,6.4,29.6,24.1,20.4,12.4,3.8,0.4724,63.767,0.45,2574,5.21,90.75,0.08,32.86,21.24,12.1,16.57,17.24,Republican,Republican
Camas County,idaho,149,507,11.1,1.8,29.6,22.2,8.3,18.6,8.5,0.4481,92.141,0.41,1077,5.48,87.09,0.19,36.55,17.07,26.51,13.86,6.02,Republican,Republican
Canyon County,idaho,25881,61759,5.5,7.5,29.9,26.2,9.3,15.2,6.4,0.3902,82.742,154.56,231105,25.6,67.24,0.63,30.77,17.83,21.14,14.73,15.53,Republican,Republican
Caribou County,idaho,431,2906,3.6,6.0,34.3,29.5,11.0,10.1,5.6,0.3968,77.812,1.54,7027,5.46,90.95,0.0,24.84,19.1,17.91,26.35,11.79,Republican,Republican
Cassia County,idaho,1464,7907,6.6,7.7,28.9,26.6,9.6,14.6,5.9,0.4475,83.982,3.74,24655,29.15,67.01,0.26,31.09,16.1,15.87,16.55,20.4,Republican,Republican
Clark County,idaho,41,264,15.3,23.1,28.3,15.1,3.0,10.8,4.4,0.3311,58.571,0.17,790,36.46,58.61,0.38,29.21,19.31,12.13,27.48,11.88,Republican,Republican
Clearwater County,idaho,877,3453,1.5,6.7,37.0,28.7,8.0,12.3,5.8,0.4225,68.736,1.38,8734,3.43,90.25,0.46,30.85,20.59,18.79,13.78,16.0,Republican,Republican
Custer County,idaho,603,2089,2.4,6.3,26.9,26.0,9.7,23.5,5.2,0.3927,68.465,0.34,4275,3.65,91.06,0.07,40.2,25.25,20.48,9.91,4.16,Republican,Republican
Elmore County,idaho,2601,7246,5.8,6.2,28.9,25.9,12.3,15.4,5.4,0.4177,72.029,3.61,28666,17.78,69.76,2.4,25.05,19.22,20.49,16.99,18.24,Republican,Republican
Franklin County,idaho,657,5845,0.6,7.3,46.0,23.0,5.8,11.8,5.4,0.4098,81.863,8.37,14194,7.21,89.48,0.15,26.54,17.45,16.45,15.37,24.19,Republican,Republican
Fremont County,idaho,998,5548,3.6,6.5,30.1,26.0,12.4,16.8,4.5,0.3756,78.96,2.8,13388,11.88,84.34,0.16,27.44,15.25,21.94,16.2,19.18,Republican,Republican
Gem County,idaho,1803,7951,2.8,7.0,34.8,26.3,6.6,18.3,4.2,0.432,83.872,13.28,19123,9.0,84.36,0.15,34.42,13.1,20.9,16.1,15.47,Republican,Republican
Gooding County,idaho,1256,4659,7.1,13.9,33.8,22.4,6.9,11.2,4.6,0.4497,78.884,8.22,15598,31.07,64.39,0.13,27.41,16.61,14.84,25.49,15.66,Republican,Republican
Idaho County,idaho,1561,7826,1.4,6.4,34.8,24.9,11.1,16.5,4.9,0.4304,70.728,0.76,16541,3.69,88.6,0.33,31.32,21.95,18.36,15.13,13.23,Republican,Republican
Jefferson County,idaho,1661,12099,3.0,4.4,25.5,24.9,15.4,18.1,8.7,0.3813,91.003,11.08,30891,10.54,85.56,0.24,37.03,15.15,17.94,15.38,14.5,Republican,Republican
Jerome County,idaho,1893,5734,13.3,11.4,28.5,22.5,11.2,8.7,4.4,0.4269,84.105,15.81,24237,37.86,58.39,0.16,27.3,15.35,16.93,22.13,18.28,Republican,Republican
Kootenai County,idaho,24312,62837,1.8,4.7,27.1,28.5,11.2,17.8,8.9,0.4291,92.57,54.09,171362,5.11,87.01,0.27,35.52,17.4,23.45,11.61,12.02,Republican,Republican
Latah County,idaho,10236,9472,0.9,2.1,21.0,22.9,8.6,27.2,17.1,0.4559,82.919,14.31,39517,5.25,84.71,0.8,44.19,16.83,19.23,9.23,10.53,Democrat,Republican
Lemhi County,idaho,1032,3592,1.5,6.8,31.4,26.2,12.0,13.5,8.7,0.4953,70.83,0.68,7974,3.7,91.3,0.21,32.01,17.62,16.08,16.66,17.62,Republican,Republican
Lewis County,idaho,349,1489,2.8,7.3,30.4,29.9,11.1,12.6,6.0,0.4432,63.154,2.93,3533,3.91,85.79,0.17,33.68,16.54,17.59,16.92,15.26,Republican,Republican
Lincoln County,idaho,414,1469,10.4,8.1,34.6,23.3,12.5,6.4,4.8,0.3949,72.223,1.67,5127,31.97,63.29,0.12,25.04,17.41,19.73,21.7,16.12,Republican,Republican
Madison County,idaho,2666,13559,0.4,2.2,16.7,28.1,13.5,27.6,11.4,0.5181,84.274,43.18,52913,9.92,83.13,1.34,35.25,26.93,22.29,6.55,8.97,Republican,Republican
Minidoka County,idaho,1550,6265,10.2,8.5,36.2,20.4,8.7,9.0,6.9,0.4318,80.532,11.03,21613,36.59,59.9,0.12,25.45,15.3,15.36,18.64,25.25,Republican,Republican
Nez Perce County,idaho,6686,13738,2.5,4.5,29.7,26.3,11.3,17.5,8.2,0.458,84.952,19.21,42090,3.87,84.19,0.44,34.32,16.63,22.05,10.4,16.6,Republican,Republican
Oneida County,idaho,249,2148,0.4,6.2,38.7,23.4,7.5,17.9,5.8,0.4062,74.086,1.47,4564,3.9,93.32,0.04,35.97,16.74,17.12,9.92,20.25,Republican,Republican
Owyhee County,idaho,816,3819,14.3,9.6,34.3,22.3,5.6,10.6,3.3,0.3929,69.334,0.61,11913,24.47,67.66,0.24,26.43,14.89,19.65,22.91,16.12,Republican,Republican
Payette County,idaho,2161,8862,5.5,8.6,34.4,22.7,8.6,14.5,5.6,0.4188,81.772,24.26,25386,16.81,75.79,0.2,31.79,15.98,15.03,15.64,21.57,Republican,Republican
Power County,idaho,865,2116,8.3,7.4,32.1,30.8,6.8,9.8,4.9,0.3717,68.466,2.18,7878,33.31,61.26,0.22,31.86,11.54,17.71,26.18,12.7,Republican,Republican
Shoshone County,idaho,1693,4216,2.7,9.3,36.8,28.7,10.9,7.0,4.7,0.4229,58.514,1.96,13169,3.42,89.38,0.11,26.07,21.89,21.35,17.45,13.24,Republican,Republican
Teton County,idaho,3318,2858,3.8,2.8,18.1,19.2,9.0,33.8,13.3,0.4153,76.763,10.16,11630,17.37,78.6,0.14,43.26,18.27,17.79,14.12,6.56,Democrat,Republican
Twin Falls County,idaho,9391,25897,5.5,7.1,28.3,24.2,11.3,14.1,9.5,0.451,84.035,18.2,90046,16.89,75.7,1.13,33.1,16.61,19.31,12.77,18.21,Republican,Republican
Valley County,idaho,2976,3947,1.9,5.4,26.9,20.0,9.5,23.5,12.9,0.4652,95.069,1.25,11746,5.12,89.11,0.14,32.44,18.64,29.44,12.6,6.89,Republican,Republican
Washington County,idaho,1073,4154,5.5,4.3,30.9,29.6,12.3,11.6,5.9,0.4463,62.962,2.82,10500,15.83,77.31,0.16,30.57,18.93,17.91,12.93,19.66,Republican,Republican
Adams County,illinois,8633,24220,1.5,5.1,34.5,22.1,9.8,17.9,9.0,0.4368,81.36,29.61,65737,1.96,88.82,3.75,34.89,18.36,21.9,8.41,16.45,Republican,Democrat
Alexander County,illinois,1114,1486,4.8,8.9,41.8,26.7,7.5,5.9,4.4,0.4506,53.921,8.63,5240,1.56,62.48,30.76,23.3,20.1,20.8,6.46,29.33,Republican,Democrat
Bond County,illinois,2288,5625,2.3,8.8,32.5,25.7,9.7,12.2,8.9,0.4306,76.759,17.0,16725,3.61,85.29,6.42,30.09,22.39,15.79,12.93,18.81,Republican,Democrat
Boone County,illinois,10542,13883,7.0,6.4,32.3,22.4,7.9,15.1,8.9,0.4239,76.763,73.52,53448,24.1,68.64,2.19,31.98,18.87,19.23,9.4,20.53,Republican,Democrat
Brown County,illinois,486,1931,3.7,16.0,40.0,18.5,7.8,10.8,3.3,0.407,75.886,8.0,6244,4.52,76.3,16.58,25.19,20.97,21.71,13.48,18.65,Republican,Democrat
Bureau County,illinois,6669,10411,3.0,6.7,34.9,24.2,9.8,14.2,7.3,0.429,81.875,14.75,33244,9.31,85.76,0.78,28.87,17.23,20.46,10.33,23.1,Republican,Democrat
Calhoun County,illinois,677,2046,1.7,6.3,36.2,17.8,18.4,13.8,5.7,0.4094,76.763,6.8,4437,1.44,95.04,0.16,44.92,14.29,19.32,10.17,11.3,Republican,Democrat
Carroll County,illinois,2748,5105,3.8,7.8,35.9,25.0,8.8,13.6,5.1,0.4152,78.177,13.52,15702,4.82,87.52,4.31,30.67,13.56,18.62,8.58,28.57,Republican,Democrat
Cass County,illinois,1615,3625,6.6,7.2,42.6,17.0,7.4,14.3,4.9,0.4039,75.705,13.31,13042,21.38,69.48,5.41,22.76,17.1,18.0,14.74,27.41,Republican,Democrat
Champaign County,illinois,57067,35285,1.7,3.7,22.0,18.3,8.8,20.7,24.9,0.4977,86.28,80.05,205865,8.1,60.86,13.71,49.79,16.62,17.23,5.37,10.99,Democrat,Democrat
Christian County,illinois,4335,11563,2.1,7.5,44.0,19.6,9.7,12.4,4.8,0.4327,70.766,18.44,34032,3.21,91.75,1.12,31.79,20.58,20.8,10.3,16.53,Republican,Democrat
Clark County,illinois,1993,6226,2.3,5.5,35.3,17.7,14.8,16.7,7.8,0.3952,79.807,11.91,15455,1.59,94.99,0.35,36.13,15.5,15.37,13.44,19.56,Republican,Democrat
Clay County,illinois,1129,5629,4.5,7.4,37.6,20.8,14.8,9.6,5.4,0.451,76.897,10.92,13288,1.68,93.93,0.23,34.01,15.53,17.71,13.96,18.79,Republican,Democrat
Clinton County,illinois,4493,14304,3.0,5.0,33.0,19.3,16.0,16.5,7.1,0.4297,99.933,30.14,36899,3.76,89.01,3.09,39.89,16.15,15.81,11.62,16.54,Republican,Democrat
Coles County,illinois,8067,14037,2.1,5.9,31.8,22.2,11.0,16.0,11.0,0.4747,74.067,35.76,46863,3.77,86.11,4.36,34.07,20.36,20.0,8.26,17.32,Republican,Democrat
Cook County,illinois,1725973,558269,6.1,5.7,22.3,17.8,6.8,24.0,17.3,0.5048,76.763,2135.11,5275541,26.21,40.47,22.47,44.57,16.48,19.7,5.78,13.47,Democrat,Democrat
Crawford County,illinois,2202,7043,3.0,8.3,28.6,21.5,19.6,12.3,6.6,0.4395,81.01,16.3,18679,2.39,90.7,3.25,31.36,21.65,13.98,10.31,22.69,Republican,Democrat
Cumberland County,illinois,1142,4601,2.3,4.2,39.0,20.2,16.5,11.9,5.8,0.3995,84.76,11.66,10450,1.07,95.19,0.27,27.68,16.8,18.63,12.15,24.75,Republican,Democrat
De Witt County,illinois,2191,5632,1.6,4.3,41.3,23.6,7.8,14.3,7.2,0.4242,80.318,15.09,15516,3.29,92.61,0.7,30.39,19.35,20.9,12.89,16.48,Republican,Democrat
DeKalb County,illinois,24643,21905,3.1,3.8,24.9,23.7,10.4,20.8,13.3,0.4424,86.04,61.58,100420,13.54,70.95,8.69,35.41,19.56,19.93,9.54,15.56,Democrat,Democrat
Douglas County,illinois,2335,6227,10.3,4.9,33.9,20.2,10.8,13.9,5.9,0.4094,82.408,18.27,19740,7.93,88.25,0.34,28.66,13.96,20.65,13.45,23.28,Republican,Democrat
DuPage County,illinois,281222,193611,3.4,3.2,18.0,16.9,7.5,30.3,20.7,0.4579,76.763,1095.95,932877,15.47,63.4,4.74,48.95,12.41,21.77,5.35,11.51,Democrat,Democrat
Edgar County,illinois,1887,6193,3.4,8.7,38.9,20.7,9.6,13.4,5.4,0.4127,70.504,10.44,16866,1.33,94.9,0.49,31.86,17.82,16.33,12.25,21.74,Republican,Democrat
Edwards County,illinois,488,2833,2.2,6.7,34.5,24.6,18.1,10.1,3.8,0.4102,73.519,10.73,6245,1.01,95.98,0.26,28.54,15.78,10.73,15.33,29.62,Republican,Democrat
Effingham County,illinois,3716,15006,2.5,4.0,32.5,21.4,13.7,17.8,8.2,0.4362,93.523,27.9,34668,2.52,93.35,0.44,34.3,15.44,22.39,9.39,18.48,Republican,Democrat
Fayette County,illinois,1826,8055,4.1,9.3,40.5,19.4,11.9,10.7,4.1,0.4547,71.866,11.57,21488,3.06,90.4,3.63,27.56,18.2,22.29,13.67,18.28,Republican,Democrat
Ford County,illinois,1754,5048,2.2,6.0,35.5,26.6,9.9,11.8,8.0,0.4348,74.003,10.72,13534,4.09,90.62,0.55,33.99,12.5,21.34,13.85,18.32,Republican,Democrat
Franklin County,illinois,4760,13622,2.2,7.8,33.0,26.8,12.5,12.3,5.3,0.4484,66.309,35.7,37804,1.7,93.14,0.43,29.01,20.86,19.8,11.87,18.46,Republican,Democrat
Fulton County,illinois,6503,9867,1.7,8.4,37.4,22.7,12.2,12.2,5.5,0.4439,76.88,15.03,33609,2.2,91.09,3.28,31.21,18.45,18.38,13.06,18.9,Republican,Democrat
Gallatin County,illinois,622,2019,3.4,9.4,38.3,25.9,10.7,7.5,4.9,0.5613,83.451,5.94,4946,1.07,94.68,0.51,29.08,14.4,15.76,19.86,20.89,Republican,Democrat
Greene County,illinois,1349,4770,2.4,7.2,45.6,19.8,9.5,10.7,4.8,0.4432,77.641,8.54,11985,0.88,95.54,0.15,29.53,22.48,17.5,11.01,19.47,Republican,Democrat
Grundy County,illinois,9626,16523,2.0,4.0,32.0,25.8,10.6,16.7,9.0,0.3955,76.763,48.59,52533,10.87,82.75,1.59,34.12,16.52,18.97,11.91,18.48,Republican,Democrat
Hamilton County,illinois,824,3432,5.9,7.7,30.7,25.4,13.0,9.9,7.2,0.4013,72.181,7.11,7993,1.2,94.76,0.45,31.46,15.85,15.37,17.8,19.52,Republican,Democrat
Hancock County,illinois,2315,6906,1.3,4.2,34.5,22.7,12.6,17.0,7.6,0.451,79.875,8.55,17620,1.8,94.21,0.41,33.48,15.02,21.92,11.18,18.4,Republican,Democrat
Hardin County,illinois,449,1691,5.7,7.0,38.1,23.3,13.9,6.7,5.3,0.467,70.437,7.98,3649,1.78,92.46,0.3,37.97,18.21,10.73,10.57,22.52,Republican,Democrat
Henderson County,illinois,1187,2394,1.2,5.8,39.8,22.6,9.9,15.6,5.1,0.3937,78.911,6.5,6387,1.75,94.88,0.45,38.0,15.06,14.72,11.25,20.97,Republican,Democrat
Henry County,illinois,9797,15300,2.3,5.3,34.2,21.8,11.9,16.6,8.1,0.4357,88.22,23.06,49284,6.43,87.44,2.09,34.72,15.9,21.24,11.01,17.13,Republican,Democrat
Iroquois County,illinois,2908,10877,3.5,7.8,39.2,21.4,10.5,13.1,4.6,0.4316,79.788,9.34,27077,7.7,87.17,0.78,31.54,16.08,18.55,13.5,20.33,Republican,Democrat
Jackson County,illinois,11181,10890,3.0,5.2,22.2,25.4,9.0,17.5,17.7,0.5144,67.69,35.18,52974,5.36,70.81,14.16,40.56,20.32,19.78,7.93,11.39,Democrat,Democrat
Jasper County,illinois,1007,4494,1.5,5.1,36.9,17.0,18.0,15.0,6.4,0.3963,82.197,7.26,9287,0.9,96.2,0.24,26.8,14.08,23.08,15.07,20.97,Republican,Democrat
Jefferson County,illinois,4608,12476,2.6,6.8,31.7,27.3,13.4,11.6,6.6,0.4344,75.046,25.04,37113,2.42,84.02,7.5,28.89,19.28,19.26,9.9,22.67,Republican,Democrat
Jersey County,illinois,2961,8712,2.2,4.5,38.3,20.2,13.1,13.5,8.2,0.4376,97.649,22.42,21512,1.52,93.46,0.73,37.75,16.74,16.76,10.65,18.1,Republican,Democrat
Jo Daviess County,illinois,5109,7166,2.7,3.7,34.6,20.0,11.1,18.2,9.7,0.4168,85.711,14.1,22035,3.88,92.37,0.52,37.08,16.94,19.84,10.69,15.46,Republican,Democrat
Johnson County,illinois,1281,5059,4.3,11.1,33.0,24.4,10.6,11.7,4.9,0.4256,78.899,14.95,13308,4.15,81.87,10.66,32.43,25.03,20.01,10.85,11.68,Republican,Democrat
Kane County,illinois,130166,96775,7.3,6.2,22.6,20.0,7.6,23.4,13.0,0.439,76.763,384.53,516522,32.83,54.66,5.08,37.4,16.15,22.36,7.49,16.6,Democrat,Democrat
Kankakee County,illinois,20271,28532,3.7,6.4,35.2,24.4,9.9,12.2,8.1,0.437,85.018,61.31,107502,11.65,68.46,14.34,30.28,19.14,20.33,9.6,20.65,Republican,Democrat
Kendall County,illinois,33168,29492,2.4,4.2,24.5,22.0,11.1,22.6,13.2,0.3478,76.763,160.11,131869,20.57,64.22,7.35,41.49,14.21,21.49,8.57,14.24,Democrat,Democrat
Knox County,illinois,10703,12009,3.2,8.0,34.2,21.8,12.4,13.6,6.8,0.462,68.079,26.81,49967,6.11,79.28,8.71,33.25,18.41,20.42,10.03,17.89,Republican,Democrat
LaSalle County,illinois,22442,30113,2.5,6.4,35.5,25.3,11.8,12.3,6.1,0.4349,85.086,37.24,109658,10.45,82.48,2.29,29.49,17.74,19.32,11.19,22.25,Republican,Democrat
Lake County,illinois,204032,123594,4.8,4.4,19.8,17.6,6.4,27.3,19.6,0.4791,76.763,620.72,714342,24.07,57.16,6.61,46.74,14.1,20.97,5.58,12.62,Democrat,Democrat
Lawrence County,illinois,1419,4886,3.6,11.2,35.8,21.9,13.4,9.1,5.0,0.4602,81.372,15.87,15280,3.36,83.62,9.12,27.15,18.87,17.11,13.32,23.55,Republican,Democrat
Lee County,illinois,6407,9630,2.3,7.6,36.0,24.9,10.3,12.2,6.7,0.4382,82.936,18.23,34145,6.81,83.28,5.36,33.78,19.09,16.03,10.15,20.95,Republican,Democrat
Livingston County,illinois,4615,12208,2.9,6.6,39.9,23.4,8.5,12.3,6.4,0.4162,85.405,13.23,35815,5.19,88.0,3.02,29.49,18.96,18.42,10.13,23.0,Republican,Democrat
Logan County,illinois,3840,9136,1.9,6.6,38.4,24.2,8.7,13.6,6.5,0.4405,83.002,17.51,27987,2.92,87.37,5.34,32.96,18.75,20.47,10.4,17.42,Republican,Democrat
Macon County,illinois,19847,28589,2.0,5.7,37.0,22.9,8.6,15.9,7.9,0.4661,81.114,68.86,103998,2.63,72.23,18.16,34.93,16.68,22.16,8.07,18.16,Republican,Democrat
Macoupin County,illinois,7365,16153,2.1,6.9,39.7,21.5,10.5,13.4,5.9,0.4279,82.453,20.09,44967,1.27,93.07,0.82,33.25,18.11,19.2,12.91,16.54,Republican,Democrat
Madison County,illinois,57836,76031,1.8,4.9,28.7,24.3,10.9,18.5,10.9,0.4443,93.528,143.27,265859,4.06,80.42,9.28,38.46,17.22,21.18,8.84,14.31,Republican,Democrat
Marion County,illinois,4524,12678,2.7,7.3,36.5,25.5,11.3,11.1,5.6,0.4308,73.326,25.32,37729,1.89,87.86,4.0,28.77,18.88,18.48,8.5,25.36,Republican,Democrat
Marshall County,illinois,2005,4197,2.0,6.0,38.8,23.4,12.4,12.5,5.0,0.4232,78.116,11.72,11742,2.75,92.47,0.73,29.47,18.29,16.96,13.3,21.98,Republican,Democrat
Mason County,illinois,1985,4654,3.1,5.6,38.8,22.7,12.5,12.2,5.1,0.438,77.73,9.36,13086,1.41,94.29,0.37,31.94,19.71,17.92,13.06,17.37,Republican,Democrat
Massac County,illinois,1725,4997,4.9,7.4,36.0,25.2,11.7,10.1,4.6,0.4041,70.962,23.01,14169,2.35,85.24,6.18,24.89,20.04,27.33,10.6,17.14,Republican,Democrat
McDonough County,illinois,4992,7027,1.8,3.8,33.7,19.2,10.3,16.0,15.2,0.4881,67.033,17.93,27238,3.53,84.67,5.5,33.3,19.98,21.02,8.51,17.18,Republican,Democrat
McHenry County,illinois,78154,82260,2.5,3.6,26.3,22.8,9.5,23.3,12.0,0.4107,76.763,199.09,310229,15.06,76.93,1.31,40.42,14.05,22.18,9.64,13.71,Republican,Democrat
McLean County,illinois,43933,40502,1.3,2.8,23.1,18.9,7.9,30.5,15.5,0.4802,99.327,55.89,170954,6.16,75.72,8.6,45.44,16.21,22.21,6.3,9.83,Democrat,Democrat
Menard County,illinois,2022,4764,0.9,4.0,33.5,23.6,12.0,15.6,10.2,0.399,99.217,15.09,12297,1.3,93.54,0.65,41.69,14.9,24.13,8.27,11.01,Republican,Democrat
Mercer County,illinois,3280,5418,2.0,5.5,39.2,24.4,11.0,11.4,6.4,0.4106,82.414,10.8,15699,2.98,92.86,0.43,29.07,16.34,22.07,15.4,17.12,Republican,Democrat
Monroe County,illinois,6569,14142,0.7,3.7,24.7,22.2,10.9,23.9,13.9,0.3992,76.763,34.98,34962,1.85,93.47,0.34,46.4,13.91,22.2,8.38,9.11,Republican,Democrat
